	target_text	input_text	prefix
10	You have 2 different styles for 1 1/2 barrel. Are they both the same?	Helen of Troy 1514 Brush Iron, White, 1 1/2 Inches Barrel	ask_question
59	pha cream or serum	<b> Renew Your Skin with Anti-Wrinkle Souffle </b><br>', 'Now you can enjoy velvety soft skin by using Alpha Hydrox 12% Glycolic AHA Souffle. It can reduce fine lines and wrinkles and therefore soften and restore your skin. It contains 12% Glycolic AHA to make your skin more radiant, offer improved texture and elasticity.	ask_question
171	Can they be adapted to car use?	Soothes and nourishes skin and nails while replenishing the natural moisture balance in hands. Helps relieve the pain of arthritis and other painful conditions.	ask_question
300	What's it made of? Can I mix it with stearic acid acid?		ask_question
85	made in u.s.a ?	COTY AIRSPUN LOOSE POWDER-TRANSLUCENT	ask_question
192	Is this cap very big?	Black sleeping cap. Satin material with comfortable elastic band.	ask_question
39	I am from Ecuador and I see that the price is $31.47. Is this correct?	Introduced in 1989. Fragrance notes are red roses and orchids blend with other exotic flowers honey and spice, very sensual. Recommended use for romantic wear.	ask_question
237	will it make my hair too heavy and flatten it	Nature's boost for fine hair, our style-prep infuses all-day weightless volume that feels naturally yours.	ask_question
5	wattage of this product?	Helen of Troy 1514 Brush Iron, White, 1 1/2 Inches Barrel	ask_question
234	How many brush ?? 6 ???	Attachments Included: \n\n \n \nExtra-Soft Brush - Recommended for gentle cleansing for extra-sensitive skin. Silicone. \n\nMassager - Maximizes absorption of skin care products and stimulates skin circulation. Silicone. \n\nExfoliator - Best for removing dead skin cells from the feet to reveal healthy looking skin. Pumice Stone. \n\nSoft Brush Head- Recommended for daily facial cleansing and polishing. \n\nMedium Brush Head- Perfect for daily, all over, body exfoliation. \n\nFirm Brush Head- Recommended for deeper body exfoliation of dry areas, such as the elbows, knees and heels.	ask_question
78	How many in each pack?	"Zippered carry case includes: 2 packs of purple (7/8""), 2 packs of grey ( 3/4""), 2 packs of orange ( 5/8""), 1 pack of blue ( 1/2""), 1 pack of red ( 7/16""), 1 pack of yellow ( 3/8""), 1 pack of green ( 1/4"")."	ask_question
166	How far past the wrists do they extend? I've got arthritis there as well.	Soothes and nourishes skin and nails while replenishing the natural moisture balance in hands. Helps relieve the pain of arthritis and other painful conditions.	ask_question
164	Will it fit on a 2600 twin turbo?	The Turbo Power Diffuser is the perfect addition to any hair dryer!	ask_question
52	Can you use this in your hair to make hair wash powder?	100% Pure Facial Detox/Sensitive Skin Types Condition: Sensitive Skin in need of detoxification to remove impurities and in need of a smaller pore size and tighter skin tone. Solution: Moroccan Red Clay is an all-natural powder clay that is highly absorbent and mixes easily with water and other moisturizing products. It serves as an excellent facial cleanser and purifying masque, especially for individuals with sensitive skin.	ask_question
91	I need a new drill collet and bearings end hand piece. The motor is fine. Do you sell replacement parts?	Medicool Pro Power 30K is a professional quality manicure and pedicure file machine designed specifically for the demanding, professional nail technician. It's powerful, lightweight and has the capability of completing any manicure or pedicure service	ask_question
77	how long are they?	"Zippered carry case includes: 2 packs of purple (7/8""), 2 packs of grey ( 3/4""), 2 packs of orange ( 5/8""), 1 pack of blue ( 1/2""), 1 pack of red ( 7/16""), 1 pack of yellow ( 3/8""), 1 pack of green ( 1/4"")."	ask_question
222	I have an English Bull Terrier with severe skin allergies. Can this be used on his paws even if he tries to lick it off?	Optimised Energetics are committed to offering the finest quality Colloidal Silver products with the greatest choice and value anywhere. We use medical grade equipment in our production process which ensures a well regulated and consistent ionic and colloidal solution. We have the widest range of formulations with 10, 20 and True 80% Colloidal Silver Solutions. We also produce our own effective, non sticky and soothing Balms and Salves. All contain our best colloidal silver and some also include moisturising organic coconut oil and essential, calming Bergamot oil. Try our Enhanced Colloidal Silver as an alternative treatment for a wide range of viral, fungal or bacterial conditions.	ask_question
81	Conflicting reviews- Are they plastic or rubber? Can you comfortably sleep in them?	"Zippered carry case includes: 2 packs of purple (7/8""), 2 packs of grey ( 3/4""), 2 packs of orange ( 5/8""), 1 pack of blue ( 1/2""), 1 pack of red ( 7/16""), 1 pack of yellow ( 3/8""), 1 pack of green ( 1/4"")."	ask_question
188	"Does this has ""Potassium chloride"" ?"	Size: 100 ml Our aloe vera gel is made from organically grown pure, green natural leaves without adding absolutely no chemicals or additives. It is viscous and colorless, and is soluble in water and other organic solvents. The raw gel is cleansed with rose water to remove raw smell which is necessary. Therefore the gel might have a gentle fragrance of rose but it does not change the 100% natural properties of the gel in any way. There are absolutely no chemicals or additives. <b>For everyday use:</b> Simply apply the gel anywhere on the body including face, neck and hands. Let the gel dry. First it turns into a thin flaky white layer. This is normal. Give it some time and it will slowly become a moisturous, transparent and invisible film that supplies nutrients to skin. This film helps protect skin from exposing to harmful dust, sun rays, smoke, exhaust fumes etc. If the initial flakiness bothers you during day time, you can also use it at night time and wash it off in the morning. <br /> For more info on this product please visit our official website www.rootsherbal.com	ask_question
114	Does it really help with wrinkles?	Intense Defense with Vitamin C Renewal CreamThis product replaces Vitamin C Renewal Cream. The antioxidant-intensive formula in the bottle remains unchanged. The antioxidant-intensive formula in the jar remains unchanged.RENEWAL CREAM is a rich, emollient moisturizer that encourages collagen and elastin production to strengthen skin's underlying support structure so the surface feels soft and resilient and signs of aging fade.StandardsCertified by QAI to NSF/ANSI 305, the American National Standard for personal care products containing organic ingredientsContains 70% organic content100% vegetarian ingredients<br>Directions Applying to freshly cleansed face and neck completes an antioxidant-intensive regimen. Maximize results by using at night while skin undergoes its natural renewal cycle. Intense Defense Sheer Moisture SPF 10 is recommended if sun exposure is expected.<br>Other Ingredients: Aloe Barbadensis Leaf Juice(1), Aqua (Water), Caprylic/Capric Triglyceride, Helianthus Annuus (Sunflower) Seed Oil(1), Glycerin, Glyceryl Stearate, Myristyl Myristate, Glyceryl Stearate Citrate, Cetyl Alcohol, Stearyl Alcohol, Butyrospermum Parkii (Shea) Butter(1), Borago Officinalis Seed Oil(1), Linum Usitatissimum (Linseed) Seed Oil(1), Prunus Amygdalus Dulcis (Sweet Almond) Oil(1), Rosa Canina Fruit Oil(1), Arnica Montana Flower Extract(1), Calendula Officinalis Flower Extract(1), Camellia Sinensis Leaf Extract (White Tea)(1), Chamomilla Recutita (Matricaria) Flower Extract(1), Citrus Limon (Lemon) Peel Extract (Lemon Bioflavonoids), Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract(1), Olea Europaea (Olive) Leaf Extract(1), Saccharomyces/Xylinum/Black Tea Ferment(1), Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Limon (Lemon) Peel Oil, Ascorbic Acid, Polyglyceryl-6 Distearate, Squalane, Tocopheryl Acetate, Xanthan Gum, Alcohol(1), Glyceryl Ca	ask_question
203	Does this shampoo contain alcohol	Natural Shampoo with Kukui Nut Oil. Natural Lavender Scent.	ask_question
101	will it work in USA? I couldn't see voltage	"HELEN OF TROY Professional Tangle-Free Hot Air Brush Iron with removable, vented rotating barrel. Dual heat settings. 3/4"" A blow dryer and styling brush in one! Style and dry without annoying tangles! Features Soft-Grip textured handle and 8-ft. tangle-proof swivel cord. Soft, ball-tipped bristles gently grip hair, rest softly against the head', '', '"	ask_question
244	Is it hard to get off?	"""SO Fashion Nail Art: Every girl likes beautiful things.this rhinestone gems would be perfect decorations for your nail art. Not only its premium material,but also its elegant quality will be your first choice. These premium mash rhinestones can be applied with top coat or glue. These premium rhinestones are so beautiful, and so affordable. Color:Show as pictures. What you get: 1 *FOONEE, FOONEE Rhinestones Nail Art Gems Mixed Colours Shapes in Case. FOONEE is a famous worldwide brand of beauty and healthy products."	ask_question
226	is the shiping free	Color:Gold<br>Big eyes and long eyelashes are important parts in a beautiful look. Many girls have to apply thick mascara or stick false eyelashes for longer eyelashes, do you have the same trouble as them?<br>-False eyelashes: glues are harmful to the eyelids and may cause pore necrosis.<br>-Mascara: remover is difficult and may make eyelashes / eyebrows fragile and easier to break.<br>-Eyelashes extension / tattoo eyebrows: high cost and may do harm to the original eyelashes / eyebrows.<br><br>Now, stop hurting your eyelashes / eyebrows. Let the Fiery Youth eyelash growth serum give you 100% REAL and HEALTHY eyelashes.<br><br>FUNCTIONS<br>-Protect eyelashes: Prevent damage caused by the external environment, strong eyelashes / eyebrow roots to prevent shedding.<br>-Deeply energize hair follicles: Repair hair follicles caused by sticky false eyelashes, grafted eyelashes and tattoos.<br>-Consolidate the skin base: Soften and purify the base skin around the eyelashes/eyebrows and improve the eyelash base environment.<br>-Nourishing and moisturizing:Provide sufficient nourishment for eyelashes/eyebrows to accelerate the growth of eyelashes/eyebrows.<br>-Gentle and non-irritating: Contain a variety of natural plant extracts, mild, safe, non- irritating.<br><br>INSTRUCTIONS<br>Apply it 1-2 times a day. After cleansing your face, apply the eyelash growth liquid evenly to the base of upper and lower eyelashes, or the eyebrows.<br><br>GREAT RESULTS <br>After using it regularly, users will notice a 20% increase in the thickness and length of eyelashes after 4-6 weeks, and a 50% increase after 60 days.<br><br>GUARANTEE<br>A small portion of users may not respond to the formula. If you are not satisfied after using this product uninterruptedly for 60 days as recommended, feel free to contact us for 100% REFUND. There is literally no risk for you, so don't hesitate to try our eyelash serum.	ask_question
266	Can I use it on my temples? Or is this product more for the top of the head? If I spray it on my temples, won't the color show up on my skin too?	STYLE EDIT by Style Edit CONCEAL YOUR GRAYS-MEDIUM/LIGHT BROWN 2 OZ	ask_question
30	The Red Door listed says EDT and the box is for the Parfum. I need the EDP. Which is it? Is it authentic, not a knockoff?	Introduced in 1989. Fragrance notes are red roses and orchids blend with other exotic flowers honey and spice, very sensual. Recommended use for romantic wear.	ask_question
264	Is this the same as a hair filler ? Does it give the appearance of fuller hair , or just a painted appearance in between the existing thinning spots ?	STYLE EDIT by Style Edit CONCEAL YOUR GRAYS-MEDIUM/LIGHT BROWN 2 OZ	ask_question
141	My mirror requires a Model T bulb, 20 watt, 120 volt. Will these work? It's a Conair, dual-sided magnifying mirror (round), dark bronze from Costco.	The Jerdon JPT25W 25-Watt Light Bulbs Replacement Pack is ideal for replacing existing bulbs that have grown old and burnt out. These 25-watt incandescent bulbs are specifically designed for lighted mirrors. These bulbs are a quick fix for your mirror in need and come in a 2-pack. The Jerdon JPT25W 25-Watt Light Bulbs Replacement Pack come with a 1-year limited warranty that protects against any defects due to faulty material or workmanship. The Jerdon Style company has earned a reputation for excellence in the beauty industry with its broad range of quality cosmetic mirrors (including vanity, lighted and wall mount mirrors), hair dryers and other styling appliances. Since 1977, the Jerdon brand has been a leading provider to the finest homes, hotels, resorts, cruise ships and spas worldwide. The company continues to build its position in the market by both improving its existing line with the latest technology, developing new products and expanding its offerings to meet the growing needs of its customers.	ask_question
269	Once you want to dye your hair formaly, do you have to wash it out completely?	STYLE EDIT by Style Edit CONCEAL YOUR GRAYS-MEDIUM/LIGHT BROWN 2 OZ	ask_question
84	Many seem to be saying that this product is made in China. It looks like the original packaging. Where is it made?	COTY AIRSPUN LOOSE POWDER-TRANSLUCENT	ask_question
312	Is it just a bar with a stud at the end or is there a little ball at the end so the bar doesn't fall out of my nose?	<br>Package Include: <br>40PCS Fashion Surgical Stainless Steel Nose Lip Bar Stud Ring Body Piercing	ask_question
304	Is this product actually Emulsimulse and just packaged and worded differently?		ask_question
279	hi i want to buy but it doesnt seem to let me ship t to the uk? can you fix this please as i want to purchase	Over 1 million bottles sold in more than 35 countries, Poppy Austin 100% Pure Organic Argan Oil is one of the most talked about and sought-after brands in the USA. An exquisite, luxurious and triple purified Moroccan argan oil. Made by hand, cold pressed and responsibly sourced using the only the very finest yet sustainable organic argan nuts. See immediate results from this extremely lightweight, delicate, and quick to absorb natural oil. Free from parabens, fillers, artificial colors and fragrances. Creates naturally soft, luminous and manageable hair with one application - Hydrates frizzy and problematic hair, making it easier to style and manage - Nourishes, restores, and strengthens over-processed, damaged, and brittle hair - 100% organic moisturiser for all skin types, including dry, rough and sensitive skin - Packed with skin-loving Vitamin E, essential fatty acids and natural antioxidants - Can be used to tackle problem areas such as psoriasis, eczema and stretch marks. Batch: December 2018, A Poppy Austin original product. Dispatched and sent directly by Amazon from a local Amazon warehouse.	ask_question
135	Would it be possible to use this as adhesive after the adhesive on a decollette (chest pad) pad wears off?	Toss the tape and move without worry. Bell-Horn It Stays Roll-On Body Adhesive can be used in numerous industries such as medical, athletics, theater and fashion. Providing extra level of support, It Stays Roll-On Body Adhesive is excellent to keep surgical stockings, anti-embolism stockings, orthopedic supports and elastic/neoprene wraps securely in place. Athletes can use It Stays Roll-On Body Adhesive to secure shin guards, knee pads, elbow pads, shoulder pads or socks so they can focus on their sport. It can even be used for fashion garments or theatrical accessories. Use on strapless bras, bridal gowns, low-cut dresses, costume wigs or beards with ease! Easy to use, simply roll on where desired application is needed. When finished, simply wash with water.	ask_question
242	do you have to use glue to put it on the wanted object?	"""SO Fashion Nail Art: Every girl likes beautiful things.this rhinestone gems would be perfect decorations for your nail art. Not only its premium material,but also its elegant quality will be your first choice. These premium mash rhinestones can be applied with top coat or glue. These premium rhinestones are so beautiful, and so affordable. Color:Show as pictures. What you get: 1 *FOONEE, FOONEE Rhinestones Nail Art Gems Mixed Colours Shapes in Case. FOONEE is a famous worldwide brand of beauty and healthy products."	ask_question
230	how long	Color:Gold<br>Big eyes and long eyelashes are important parts in a beautiful look. Many girls have to apply thick mascara or stick false eyelashes for longer eyelashes, do you have the same trouble as them?<br>-False eyelashes: glues are harmful to the eyelids and may cause pore necrosis.<br>-Mascara: remover is difficult and may make eyelashes / eyebrows fragile and easier to break.<br>-Eyelashes extension / tattoo eyebrows: high cost and may do harm to the original eyelashes / eyebrows.<br><br>Now, stop hurting your eyelashes / eyebrows. Let the Fiery Youth eyelash growth serum give you 100% REAL and HEALTHY eyelashes.<br><br>FUNCTIONS<br>-Protect eyelashes: Prevent damage caused by the external environment, strong eyelashes / eyebrow roots to prevent shedding.<br>-Deeply energize hair follicles: Repair hair follicles caused by sticky false eyelashes, grafted eyelashes and tattoos.<br>-Consolidate the skin base: Soften and purify the base skin around the eyelashes/eyebrows and improve the eyelash base environment.<br>-Nourishing and moisturizing:Provide sufficient nourishment for eyelashes/eyebrows to accelerate the growth of eyelashes/eyebrows.<br>-Gentle and non-irritating: Contain a variety of natural plant extracts, mild, safe, non- irritating.<br><br>INSTRUCTIONS<br>Apply it 1-2 times a day. After cleansing your face, apply the eyelash growth liquid evenly to the base of upper and lower eyelashes, or the eyebrows.<br><br>GREAT RESULTS <br>After using it regularly, users will notice a 20% increase in the thickness and length of eyelashes after 4-6 weeks, and a 50% increase after 60 days.<br><br>GUARANTEE<br>A small portion of users may not respond to the formula. If you are not satisfied after using this product uninterruptedly for 60 days as recommended, feel free to contact us for 100% REFUND. There is literally no risk for you, so don't hesitate to try our eyelash serum.	ask_question
217	This is zinc oxide POWDER, right?		ask_question
181	why are there no directions for use?	Increases the content of collagen in the skin and provides a strong lifting effect, improves elasticity, smooths wrinkles and intensely moisturizes, slows the aging process and improves blood circulation. As a result, the skin looks rejuvenated and full with vital energy. Biological gold creates the conduction effect and improves skin's ability to absorb active herbal ingredients, ensures long-term moisturizing effect, helps to regenerate skin cells, protects the skin from wrinkle's formation and slows the aging process. It is recommended to apply cosmetics based on bio-gold for those who are 35 years old or older.	ask_question
184	can we sleep we the gel during the night? thank you	Size: 100 ml Our aloe vera gel is made from organically grown pure, green natural leaves without adding absolutely no chemicals or additives. It is viscous and colorless, and is soluble in water and other organic solvents. The raw gel is cleansed with rose water to remove raw smell which is necessary. Therefore the gel might have a gentle fragrance of rose but it does not change the 100% natural properties of the gel in any way. There are absolutely no chemicals or additives. <b>For everyday use:</b> Simply apply the gel anywhere on the body including face, neck and hands. Let the gel dry. First it turns into a thin flaky white layer. This is normal. Give it some time and it will slowly become a moisturous, transparent and invisible film that supplies nutrients to skin. This film helps protect skin from exposing to harmful dust, sun rays, smoke, exhaust fumes etc. If the initial flakiness bothers you during day time, you can also use it at night time and wash it off in the morning. <br /> For more info on this product please visit our official website www.rootsherbal.com	ask_question
196	does it contain cocamide?	Natural Shampoo with Kukui Nut Oil. Natural Lavender Scent.	ask_question
254	What is size of glitter tubs?		ask_question
323	Can I use flat iron??	(QuicKeratin Temporary Hair Straightener For use with blow dryer) Made in Israel. Manufactured by Dande Cosmstics Ltd.	ask_question
223	ppm?	Optimised Energetics are committed to offering the finest quality Colloidal Silver products with the greatest choice and value anywhere. We use medical grade equipment in our production process which ensures a well regulated and consistent ionic and colloidal solution. We have the widest range of formulations with 10, 20 and True 80% Colloidal Silver Solutions. We also produce our own effective, non sticky and soothing Balms and Salves. All contain our best colloidal silver and some also include moisturising organic coconut oil and essential, calming Bergamot oil. Try our Enhanced Colloidal Silver as an alternative treatment for a wide range of viral, fungal or bacterial conditions.	ask_question
211	Is this a non-nano zinc oxide?		ask_question
156	Do the fingers bend enough to make the hand point?	The Diane Practice Hand is perfect for students and professional nail technicians. Great for practicing all types of nail applications. Accomodates acrylic applications.	ask_question
182	Where can I find the ingredient list?	Increases the content of collagen in the skin and provides a strong lifting effect, improves elasticity, smooths wrinkles and intensely moisturizes, slows the aging process and improves blood circulation. As a result, the skin looks rejuvenated and full with vital energy. Biological gold creates the conduction effect and improves skin's ability to absorb active herbal ingredients, ensures long-term moisturizing effect, helps to regenerate skin cells, protects the skin from wrinkle's formation and slows the aging process. It is recommended to apply cosmetics based on bio-gold for those who are 35 years old or older.	ask_question
142	I have the Conair Make Up Mirror, Model # BE87CR, will this bulb work with it?	The Jerdon JPT25W 25-Watt Light Bulbs Replacement Pack is ideal for replacing existing bulbs that have grown old and burnt out. These 25-watt incandescent bulbs are specifically designed for lighted mirrors. These bulbs are a quick fix for your mirror in need and come in a 2-pack. The Jerdon JPT25W 25-Watt Light Bulbs Replacement Pack come with a 1-year limited warranty that protects against any defects due to faulty material or workmanship. The Jerdon Style company has earned a reputation for excellence in the beauty industry with its broad range of quality cosmetic mirrors (including vanity, lighted and wall mount mirrors), hair dryers and other styling appliances. Since 1977, the Jerdon brand has been a leading provider to the finest homes, hotels, resorts, cruise ships and spas worldwide. The company continues to build its position in the market by both improving its existing line with the latest technology, developing new products and expanding its offerings to meet the growing needs of its customers.	ask_question
158	Does this fit on a a twin turbo 2600?	The Turbo Power Diffuser is the perfect addition to any hair dryer!	ask_question
13	Does this come in a spray bottle?	Water-Rosewater Heritage Store 8 oz Liquid	ask_question
299	do you need the serum?		ask_question
6	are the bristles soft like a brush or plastic hard	Helen of Troy 1514 Brush Iron, White, 1 1/2 Inches Barrel	ask_question
128	can you use shampoo and curl the hair with curling iron	Mannikin head is the best way to practice hair styling and salon procedures. Realistic sized head that's excellent for training purposes and withstand repeated use.	ask_question
82	"Are they rubber like an eraser or are they ""plastic-y""?"	"Zippered carry case includes: 2 packs of purple (7/8""), 2 packs of grey ( 3/4""), 2 packs of orange ( 5/8""), 1 pack of blue ( 1/2""), 1 pack of red ( 7/16""), 1 pack of yellow ( 3/8""), 1 pack of green ( 1/4"")."	ask_question
260	does Amazon sell this? or is this a profession product	STYLE EDIT by Style Edit CONCEAL YOUR GRAYS-MEDIUM/LIGHT BROWN 2 OZ	ask_question
136	What is the main ingredient? Is it water-based? Silicone?	Toss the tape and move without worry. Bell-Horn It Stays Roll-On Body Adhesive can be used in numerous industries such as medical, athletics, theater and fashion. Providing extra level of support, It Stays Roll-On Body Adhesive is excellent to keep surgical stockings, anti-embolism stockings, orthopedic supports and elastic/neoprene wraps securely in place. Athletes can use It Stays Roll-On Body Adhesive to secure shin guards, knee pads, elbow pads, shoulder pads or socks so they can focus on their sport. It can even be used for fashion garments or theatrical accessories. Use on strapless bras, bridal gowns, low-cut dresses, costume wigs or beards with ease! Easy to use, simply roll on where desired application is needed. When finished, simply wash with water.	ask_question
48	Do you ship to Hawaii	', '<strong>GiGi Mini Pro Hair Removal Waxing Kit</strong> is the ideal starter kit for the beginners in hair waxing or the price conscious professional. This kit contains all the necessary waxing essentials for a complete professional service. When you are ready to expand your salon menu to include profitable waxing services, <strong>GiGi Mini Pro Hair Removal Waxing Kit</strong> is the perfect choice.', '<strong>GiGi Mini Pro Hair Removal Waxing Kit includes:</strong>	ask_question
161	Will this fit any blow dryer that is not a Turbo?	The Turbo Power Diffuser is the perfect addition to any hair dryer!	ask_question
111	The photo on the search list page and the one on the product page is different. Which one is the one that you sell?	Intense Defense with Vitamin C Renewal CreamThis product replaces Vitamin C Renewal Cream. The antioxidant-intensive formula in the bottle remains unchanged. The antioxidant-intensive formula in the jar remains unchanged.RENEWAL CREAM is a rich, emollient moisturizer that encourages collagen and elastin production to strengthen skin's underlying support structure so the surface feels soft and resilient and signs of aging fade.StandardsCertified by QAI to NSF/ANSI 305, the American National Standard for personal care products containing organic ingredientsContains 70% organic content100% vegetarian ingredients<br>Directions Applying to freshly cleansed face and neck completes an antioxidant-intensive regimen. Maximize results by using at night while skin undergoes its natural renewal cycle. Intense Defense Sheer Moisture SPF 10 is recommended if sun exposure is expected.<br>Other Ingredients: Aloe Barbadensis Leaf Juice(1), Aqua (Water), Caprylic/Capric Triglyceride, Helianthus Annuus (Sunflower) Seed Oil(1), Glycerin, Glyceryl Stearate, Myristyl Myristate, Glyceryl Stearate Citrate, Cetyl Alcohol, Stearyl Alcohol, Butyrospermum Parkii (Shea) Butter(1), Borago Officinalis Seed Oil(1), Linum Usitatissimum (Linseed) Seed Oil(1), Prunus Amygdalus Dulcis (Sweet Almond) Oil(1), Rosa Canina Fruit Oil(1), Arnica Montana Flower Extract(1), Calendula Officinalis Flower Extract(1), Camellia Sinensis Leaf Extract (White Tea)(1), Chamomilla Recutita (Matricaria) Flower Extract(1), Citrus Limon (Lemon) Peel Extract (Lemon Bioflavonoids), Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract(1), Olea Europaea (Olive) Leaf Extract(1), Saccharomyces/Xylinum/Black Tea Ferment(1), Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Limon (Lemon) Peel Oil, Ascorbic Acid, Polyglyceryl-6 Distearate, Squalane, Tocopheryl Acetate, Xanthan Gum, Alcohol(1), Glyceryl Ca	ask_question
318	what is the length of the stud?	<br>Package Include: <br>40PCS Fashion Surgical Stainless Steel Nose Lip Bar Stud Ring Body Piercing	ask_question
187	Does this product need to be kept in the refrigerator? Thanks.	Size: 100 ml Our aloe vera gel is made from organically grown pure, green natural leaves without adding absolutely no chemicals or additives. It is viscous and colorless, and is soluble in water and other organic solvents. The raw gel is cleansed with rose water to remove raw smell which is necessary. Therefore the gel might have a gentle fragrance of rose but it does not change the 100% natural properties of the gel in any way. There are absolutely no chemicals or additives. <b>For everyday use:</b> Simply apply the gel anywhere on the body including face, neck and hands. Let the gel dry. First it turns into a thin flaky white layer. This is normal. Give it some time and it will slowly become a moisturous, transparent and invisible film that supplies nutrients to skin. This film helps protect skin from exposing to harmful dust, sun rays, smoke, exhaust fumes etc. If the initial flakiness bothers you during day time, you can also use it at night time and wash it off in the morning. <br /> For more info on this product please visit our official website www.rootsherbal.com	ask_question
258	what is the size of the glue?		ask_question
311	Do these lay flat/flush on the skin or do they stick up?	<br>Package Include: <br>40PCS Fashion Surgical Stainless Steel Nose Lip Bar Stud Ring Body Piercing	ask_question
232	does the package come in a box or bag?	Color:Gold<br>Big eyes and long eyelashes are important parts in a beautiful look. Many girls have to apply thick mascara or stick false eyelashes for longer eyelashes, do you have the same trouble as them?<br>-False eyelashes: glues are harmful to the eyelids and may cause pore necrosis.<br>-Mascara: remover is difficult and may make eyelashes / eyebrows fragile and easier to break.<br>-Eyelashes extension / tattoo eyebrows: high cost and may do harm to the original eyelashes / eyebrows.<br><br>Now, stop hurting your eyelashes / eyebrows. Let the Fiery Youth eyelash growth serum give you 100% REAL and HEALTHY eyelashes.<br><br>FUNCTIONS<br>-Protect eyelashes: Prevent damage caused by the external environment, strong eyelashes / eyebrow roots to prevent shedding.<br>-Deeply energize hair follicles: Repair hair follicles caused by sticky false eyelashes, grafted eyelashes and tattoos.<br>-Consolidate the skin base: Soften and purify the base skin around the eyelashes/eyebrows and improve the eyelash base environment.<br>-Nourishing and moisturizing:Provide sufficient nourishment for eyelashes/eyebrows to accelerate the growth of eyelashes/eyebrows.<br>-Gentle and non-irritating: Contain a variety of natural plant extracts, mild, safe, non- irritating.<br><br>INSTRUCTIONS<br>Apply it 1-2 times a day. After cleansing your face, apply the eyelash growth liquid evenly to the base of upper and lower eyelashes, or the eyebrows.<br><br>GREAT RESULTS <br>After using it regularly, users will notice a 20% increase in the thickness and length of eyelashes after 4-6 weeks, and a 50% increase after 60 days.<br><br>GUARANTEE<br>A small portion of users may not respond to the formula. If you are not satisfied after using this product uninterruptedly for 60 days as recommended, feel free to contact us for 100% REFUND. There is literally no risk for you, so don't hesitate to try our eyelash serum.	ask_question
0	Is Carmol #40 available?	<P><B>CARMOL 20:<BR></B><UL><LI>20% Carbamide Cream.</LI><LI>Enhanced Moisturizer For Rough Dry Skin.</LI><LI>Nonlipid vanishing cream for rough, dry skin, especially on hands, elbows, and heels.</LI><LI>Hypoallergenic, nonocclusive.</LI><LI>Contains no parabens, lanolin or mineral oil.</LI></UL></P>	ask_question
15	Is the bottle labeled as pure natural essence or aromatherapy mist?	Water-Rosewater Heritage Store 8 oz Liquid	ask_question
295	Will this help tighten skin in the jowl, neck area?		ask_question
145	is this bulbs work with conair Conair Oval Double-Sided Lighted Makeup Mirror BE51T?	The Jerdon JPT25W 25-Watt Light Bulbs Replacement Pack is ideal for replacing existing bulbs that have grown old and burnt out. These 25-watt incandescent bulbs are specifically designed for lighted mirrors. These bulbs are a quick fix for your mirror in need and come in a 2-pack. The Jerdon JPT25W 25-Watt Light Bulbs Replacement Pack come with a 1-year limited warranty that protects against any defects due to faulty material or workmanship. The Jerdon Style company has earned a reputation for excellence in the beauty industry with its broad range of quality cosmetic mirrors (including vanity, lighted and wall mount mirrors), hair dryers and other styling appliances. Since 1977, the Jerdon brand has been a leading provider to the finest homes, hotels, resorts, cruise ships and spas worldwide. The company continues to build its position in the market by both improving its existing line with the latest technology, developing new products and expanding its offerings to meet the growing needs of its customers.	ask_question
303	Stuff supposed to be nontoxic but Skin Deep says contamination concerns, ETHYLENE OXIDE, 1,4-DIOXANE, how can I be insured against presence of these?		ask_question
143	Is this the same size base as a candelabra bulb?	The Jerdon JPT25W 25-Watt Light Bulbs Replacement Pack is ideal for replacing existing bulbs that have grown old and burnt out. These 25-watt incandescent bulbs are specifically designed for lighted mirrors. These bulbs are a quick fix for your mirror in need and come in a 2-pack. The Jerdon JPT25W 25-Watt Light Bulbs Replacement Pack come with a 1-year limited warranty that protects against any defects due to faulty material or workmanship. The Jerdon Style company has earned a reputation for excellence in the beauty industry with its broad range of quality cosmetic mirrors (including vanity, lighted and wall mount mirrors), hair dryers and other styling appliances. Since 1977, the Jerdon brand has been a leading provider to the finest homes, hotels, resorts, cruise ships and spas worldwide. The company continues to build its position in the market by both improving its existing line with the latest technology, developing new products and expanding its offerings to meet the growing needs of its customers.	ask_question
246	I'm almost 25 years old and I'd like a GOOD cream to protect my skin against smog, stress, sun damage, and prevent wrinkles! Can I use it for my age??		ask_question
